Customer ID,Recency,Frequency,Monetary,AvgTimeBetweenOrders,WeekendPurchaseRatio,PreviousOrderAmount
13768,727,2,875.97,0.125,0.3333333333333333,26.4365625
13769,2,20,5478.12,2.602189781021898,0.0,19.9285401459854
13770,422,4,785.37,6.531914893617022,0.0,12.93127659574468
13771,64,9,5728.82,2.7209302325581395,0.0,26.568930232558138
13772,34,8,3100.02,1.0901060070671378,0.24162257495590828,5.466024734982332
13773,397,2,301.54,14.61111111111111,0.0,15.91888888888889
13774,82,1,345.0,0.0,0.0,15.942857142857143
13775,591,1,1049.66,0.0,0.0,16.88241935483871
13776,428,2,623.98,0.0,0.0,311.99
13777,1,61,49638.26,2.011267605633803,0.08707865168539326,139.57594366197182
13778,103,4,1124.49,10.720930232558139,0.7045454545454546,25.45325581395349
13779,516,1,161.13,0.0,0.0,5.937692307692307
13780,7,3,732.07,4.11340206185567,0.0,7.525670103092784
13781,251,3,778.83,8.375,0.2982456140350877,13.452321428571429
13782,13,13,1786.08,3.0168776371308015,0.9621848739495799,7.452658227848101
13783,488,4,1542.09,20.333333333333332,0.0,148.36
13784,10,14,2910.23,10.333333333333334,0.046511627906976744,68.38261904761904
13785,429,4,542.49,1.0344827586206897,0.16666666666666666,18.023793103448277
13786,367,6,3127.99,3.1913043478260867,0.5948275862068966,27.100782608695653
13787,76,6,1222.5,7.258823529411765,0.27906976744186046,14.139411764705882
13788,505,1,3.75,,0.0,
13789,388,1,239.46,0.0,0.0,13.115294117647059
13790,4,1,348.8,0.0,0.0,7.586363636363635
13791,128,2,1516.0,4.0,0.0,144.4
13792,66,3,383.95,16.181818181818183,0.0,16.988636363636363
13793,647,1,96.0,0.0,0.0,13.5
13794,547,1,126.03,0.0,0.0,13.54125
13795,388,4,836.3,8.821428571428571,0.3103448275862069,29.412499999999998
13796,499,1,289.7,0.0,0.0,12.952380952380953
13797,437,3,1179.45,2.727272727272727,0.0,15.09155844155844
13798,1,110,75428.87,0.9486111111111111,0.2621359223300971,104.64898611111111
13799,117,9,2803.57,4.9904761904761905,0.04716981132075472,26.557809523809524
13800,310,3,1679.56,5.916666666666667,0.0,23.18138888888889
13801,67,1,324.8,0.0,0.0,14.145454545454545
13802,139,19,26259.11,1.1543624161073827,0.18080357142857142,58.13
13803,255,3,1338.91,4.714285714285714,0.0,17.146883116883117
13804,31,9,3161.12,2.433734939759036,0.059880239520958084,18.953433734939757
13805,52,2,924.6,6.333333333333333,0.0,65.45
13806,64,1,256.38,0.0,0.0,25.931111111111115
13807,367,3,422.2,15.333333333333334,0.0,17.029166666666665
13808,6,5,1747.66,1.1866666666666668,0.5263157894736842,23.102133333333335
13809,305,3,679.7,6.416666666666667,0.36,28.075
13810,29,3,1499.01,0.7941176470588235,0.0,43.55911764705883
13811,184,3,814.5,4.5,0.0,62.375
13812,42,3,539.0,1.7714285714285714,0.0,14.885714285714286
13813,40,8,2765.47,4.866197183098592,0.1958041958041958,19.09485915492958
13814,92,3,2257.32,5.551282051282051,0.0,28.716923076923077
13815,22,8,7475.74,1.8084507042253521,0.0,21.02123943661972
13816,24,2,571.67,1.4814814814814814,0.0,20.5062962962963
13817,29,2,382.98,14.0,0.0,15.08608695652174
13818,430,1,61.28,0.0,0.0,12.77
13819,302,6,2642.35,4.34,0.0,25.7985
13820,418,3,652.75,2.965909090909091,0.550561797752809,7.323863636363637
13821,145,6,1379.08,2.7389162561576357,0.0,6.751625615763547
13822,6,2,632.0,0.35789473684210527,1.0,5.348421052631579
13823,19,7,3403.45,4.333333333333333,0.0,20.944135802469138
13824,33,12,3314.76,6.05050505050505,0.05,33.330909090909095
13825,622,2,255.59,2.769230769230769,0.45,5.784358974358974
13826,176,1,189.5,0.0,0.0,18.844444444444445
13827,58,3,409.8,0.9340659340659341,0.0,4.485164835164835
13828,22,1,209.49,0.0,0.0,13.986428571428572
13829,421,1,102.0,,0.0,
13830,582,1,156.85,0.0,0.0,14.410000000000002
13831,16,18,6585.54,3.889502762430939,0.19230769230769232,36.18861878453039
13832,19,2,609.89,7.462962962962963,0.05454545454545454,11.016481481481481
13833,159,2,700.41,5.674418604651163,1.0,15.945581395348837
13834,577,2,324.19,6.133333333333334,0.0,17.532666666666668
13835,25,7,1095.27,8.814285714285715,0.29577464788732394,15.41957142857143
13836,399,2,620.37,0.5,0.0,20.089
13837,212,2,266.59,6.176470588235294,0.0,14.94764705882353
13838,6,10,1690.07,1.4228855721393034,1.0,4.199303482587065
13839,486,1,139.95,0.0,0.0,20.35
13840,416,1,651.4,0.0,0.0,16.364102564102566
13841,253,1,85.0,,0.0,
13842,59,18,5319.34,1.778443113772455,0.0626865671641791,15.896347305389222
13843,381,1,319.75,0.0,0.0,17.052941176470586
13844,11,1,361.62,0.0,0.0,18.495789473684212
13845,65,1,312.98,0.0,0.0,26.372500000000002
13846,25,4,1307.79,4.6625,0.0,16.191375
13847,720,1,310.72,0.0,1.0,15.845555555555556
13848,92,8,3015.0,70.55555555555556,0.1,299.44444444444446
13849,52,5,3469.3,2.6073059360730593,0.13636363636363635,15.69634703196347
13850,129,1,1595.48,0.0,0.0,17.149782608695652
13851,96,8,4606.46,4.172661870503597,0.0,33.06661870503597
13852,611,1,187.35,0.0,0.0,16.935000000000002
13853,57,1,1090.14,0.0,0.0,41.58818181818182
13854,9,39,11944.56,3.8079096045197742,0.08426966292134831,67.43186440677967
13855,501,4,1310.34,3.1666666666666665,0.0,16.884722222222223
13856,169,11,1142.03,8.39622641509434,0.1111111111111111,20.189245283018867
13857,393,6,1001.01,1.3779527559055118,0.2109375,7.867007874015748
13858,57,1,216.17,0.0,0.0,18.557
13859,326,2,515.86,5.8,0.0,14.554571428571428
13860,1,5,1245.9,1.1066666666666667,0.0,16.5192
13861,429,2,273.26,5.05,0.47619047619047616,13.003
13862,18,9,2556.09,2.308176100628931,0.125,16.012641509433962
13863,248,4,1239.55,4.9855072463768115,0.2571428571428571,17.81840579710145
13864,387,1,662.4,,0.0,
13865,58,4,501.56,7.931034482758621,0.0,17.067586206896554
13866,74,1,145.67,0.0,0.0,21.80333333333333
13867,31,3,1005.09,3.152542372881356,0.0,16.496440677966103
13868,7,2,3192.54,0.96875,0.0,15.860625
13869,123,10,7996.87,0.6738351254480287,0.37589498806682575,9.550322580645162
13870,2,15,5712.08,2.7583333333333333,0.0954356846473029,23.375333333333334
13871,23,17,7885.85,1.7182044887780548,0.10696517412935323,19.6071072319202
13872,527,3,919.57,3.5357142857142856,0.0,16.10482142857143
13873,120,8,1038.92,8.847457627118644,0.3333333333333333,17.49084745762712
13874,358,7,2049.15,4.588235294117647,0.0,29.874264705882354
13875,54,14,4814.37,2.4721189591078065,0.0962962962962963,17.785762081784387
13876,64,1,122.7,0.0,0.0,16.466666666666665
13877,86,3,449.68,27.363636363636363,0.0,19.64909090909091
13878,55,4,2416.9,5.425742574257426,0.3431372549019608,23.733663366336632
13879,646,1,395.5,0.0,0.0,15.954166666666666
13880,21,17,4293.86,2.40990990990991,0.07174887892376682,19.27009009009009
13881,4,43,45179.1,1.3706140350877194,0.0,98.92539473684211
13882,3,5,1191.13,0.921875,0.0,18.55703125
13883,11,15,6560.02,2.2666666666666666,0.2088607594936709,20.730222222222224
13884,7,10,1825.03,2.5359116022099446,0.45054945054945056,9.943812154696133
13885,189,2,506.8,0.4074074074074074,0.0,17.637037037037036
13886,71,1,243.56,0.0,0.0,15.404
13887,204,1,349.55,0.0,0.0,18.866111111111113
13888,120,7,2001.59,2.664705882352941,0.3216374269005848,11.68670588235294
13889,93,6,1991.23,7.2073170731707314,0.0,23.66865853658537
13890,1,14,2927.38,4.22093023255814,0.07514450867052024,16.93244186046512
13891,378,3,859.21,2.0714285714285716,0.0,8.420510204081634
13892,27,6,1267.65,15.628571428571428,0.027777777777777776,34.47
13893,298,1,821.1,0.0,0.0,39.705
13894,24,3,564.62,11.0,0.0,18.78076923076923
13895,28,6,4008.52,3.810810810810811,0.0,21.596324324324325
13896,626,1,388.55,0.0,0.0,18.802500000000002
13897,50,3,1160.72,10.793103448275861,0.3898305084745763,19.60896551724138
13898,326,2,686.4,1.8888888888888888,0.7391304347826086,14.875555555555556
13899,16,2,388.52,14.333333333333334,0.0,20.833333333333332
13900,183,6,1610.59,4.680851063829787,0.0,17.043510638297874
13901,72,15,5676.34,2.0323624595469254,0.0,18.317119741100324
13902,632,5,34095.26,1.4516129032258065,0.0,547.4848387096774
13903,400,1,165.45,0.0,0.0,16.683333333333334
13904,37,2,332.64,10.28,0.0,12.806400000000002
13905,733,1,312.65,0.0,0.0,16.53181818181818
13906,409,1,42.0,,0.0,
13907,692,1,136.8,0.0,1.0,35.6
13908,80,4,2369.55,1.6198347107438016,0.0,19.421900826446283
13909,423,2,282.85,2.6486486486486487,0.0,7.012162162162162
13911,57,20,4234.99,2.451476793248945,0.15126050420168066,17.78054852320675
13912,424,1,124.95,0.0,0.0,17.85
13913,507,1,42.22,0.0,0.0,14.35
13914,12,2,626.45,0.75,0.0,19.1078125
13915,394,1,70.8,0.0,0.0,17.700000000000003
13916,464,4,1275.81,2.8904109589041096,0.0,17.337123287671236
13917,50,2,272.04,8.294117647058824,0.0,14.802352941176471
13918,50,2,1212.84,7.0,0.0,40.39448275862069
13919,59,4,1360.68,6.315789473684211,0.0,17.666842105263157
13920,432,4,1774.68,1.5176470588235293,0.0,20.518588235294118
13921,402,4,730.7,7.372093023255814,0.0,16.761627906976745
13922,352,3,865.2,3.9655172413793105,0.43333333333333335,29.36896551724138
13923,54,1,351.13,0.0,0.0,17.15421052631579
13924,2,6,1838.85,0.5775862068965517,0.0,15.702155172413793
13925,93,4,678.25,1.05,0.0,16.46125
13926,23,1,223.85,0.0,0.0,18.39
13927,75,2,708.26,9.05,0.0,17.2115
13928,11,4,464.57,4.653846153846154,0.0,17.10653846153846
13929,169,11,3494.1,9.339285714285714,0.0,61.762499999999996
13930,58,2,337.34,4.875,0.0,19.99625
13931,96,11,5257.38,2.359259259259259,0.0,19.43488888888889
13932,295,1,307.4,0.0,0.0,19.313333333333333
13933,109,2,608.79,1.7727272727272727,0.0,25.64727272727273
13934,264,1,922.1,0.0,0.0,30.136666666666667
13935,597,3,6116.92,0.6962025316455697,0.0,76.22430379746835
13936,180,3,939.66,4.017241379310345,0.0,15.90103448275862
13937,169,2,880.13,4.39622641509434,0.0,16.32320754716981
13938,35,1,71.66,0.0,0.0,10.526666666666666
13939,23,7,1560.96,5.385321100917431,0.0,14.196697247706423
13940,17,4,839.14,2.6041666666666665,0.0,16.744583333333335
13941,22,15,10027.18,7.462365591397849,0.26595744680851063,107.07591397849461
13942,535,1,320.0,,0.0,
13943,578,1,246.54,0.0,0.0,16.395714285714288
13944,653,1,200.43,0.0,0.0,5.66264705882353
13945,395,2,854.15,1.7,0.0,15.667
13946,79,6,1876.23,11.89090909090909,0.3392857142857143,33.93
13947,65,1,90.6,0.0,0.0,17.700000000000003
13948,361,4,548.76,16.26086956521739,0.3333333333333333,22.476521739130437
13949,3,6,2427.32,0.559748427672956,0.1125,15.236729559748428
13950,11,4,745.06,6.882352941176471,0.0,21.47235294117647
13951,176,3,674.45,3.0789473684210527,0.5128205128205128,17.227631578947367
13952,218,14,12823.52,1.2230392156862746,0.08312958435207823,31.305198529411765
13953,7,12,6640.68,29.833333333333332,0.0,275.64500000000004
13954,2,2,439.92,2.875,0.0,17.62375
13955,154,3,544.07,2.619047619047619,0.0,6.336547619047619
13956,5,5,1019.27,1.8082191780821917,1.0,6.913150684931506
13957,418,3,458.25,9.23076923076923,0.3333333333333333,16.94423076923077
13958,380,8,4709.23,1.5575221238938053,0.21585903083700442,20.815
13959,79,6,1064.77,2.75,0.10191082802547771,6.803653846153847
13960,21,2,230.22,4.545454545454546,0.0,19.565454545454546
13961,392,1,538.4,0.0,0.0,24.011111111111113
13962,22,3,362.8,18.772727272727273,0.0,15.876363636363637
13963,308,17,2860.57,1.7134146341463414,0.09696969696969697,17.334573170731705
13964,387,2,438.9,1.8695652173913044,0.0,18.343478260869563
13965,477,3,996.61,9.826086956521738,0.0,42.44391304347826
13966,435,1,384.26,0.0,0.0,18.433
13967,146,2,166.3,50.0,0.3333333333333333,24.26
13968,423,1,123.66,0.0,0.0,13.379999999999999
13969,7,35,12973.46,0.5653809971777987,0.0,12.200169332079023
13970,386,2,846.55,4.25,0.0,64.64583333333333
13971,19,14,4667.57,2.594488188976378,0.06274509803921569,18.258149606299213
13972,71,2,190.25,9.357142857142858,0.6,13.25
13973,287,1,264.7,0.0,0.0,24.94
13974,49,2,677.72,12.666666666666666,0.0,15.541904761904762
13975,31,12,5256.4,0.8668478260869565,0.014925373134328358,7.099048913043478
13976,207,4,1192.36,8.363636363636363,0.0,21.40654545454546
13977,411,1,519.81,0.0,1.0,42.080000000000005
13978,15,2,196.79,2.142857142857143,0.0,11.356428571428571
13979,73,7,3379.93,1.683673469387755,0.3435114503816794,8.577882653061225
13980,60,5,768.82,9.580645161290322,0.746031746031746,12.288064516129033
13981,416,1,331.14,0.0,0.0,15.054285714285713
13982,39,9,3954.29,2.8794642857142856,0.0,17.600401785714286
13983,30,21,6753.89,2.1296296296296298,0.018461538461538463,20.447561728395062
13984,27,12,1893.8,8.045977011494253,0.26136363636363635,21.42873563218391
13985,4,22,10020.86,1.3653444676409185,0.041666666666666664,20.876951983298536
13986,17,1,320.46,0.0,0.0,25.741666666666664
13987,380,2,682.54,0.4666666666666667,0.0,14.727555555555556
13988,20,8,4757.8,2.04421768707483,0.23728813559322035,16.1156462585034
13989,66,5,2026.06,5.847058823529411,0.0,23.603058823529413
13990,213,1,311.3,0.0,0.0,20.081333333333337
13991,12,6,852.88,1.5925925925925926,0.7073170731707317,10.383086419753086
13992,30,3,219.5,43.1,0.0,21.1
13993,43,19,6775.71,2.6384615384615384,0.20689655172413793,25.9335
13994,4,6,2274.14,0.9591836734693877,0.0,15.349931972789117
13995,15,14,3902.01,3.061135371179039,0.05652173913043478,16.965109170305677
13996,386,2,895.76,0.40625,0.0,27.673750000000002
13997,519,3,376.46,0.7209302325581395,0.0,8.458372093023256
13998,447,3,566.7,4.3,0.5161290322580645,17.759999999999998
13999,10,29,9502.26,1.5311827956989248,0.06437768240343347,20.384645161290322
14000,211,5,2046.34,10.9375,0.0,42.30708333333333
14001,46,9,4228.85,4.362745098039215,0.0,41.21460784313726
14002,134,2,529.73,0.4782608695652174,0.0,11.474565217391305
14003,733,1,209.41,0.0,0.0,13.110666666666667
14004,43,11,6258.45,1.6208333333333333,0.11618257261410789,26.014374999999998
14005,10,5,2874.72,2.4698795180722892,0.35714285714285715,34.51373493975903
14006,116,7,2196.67,7.0394736842105265,0.0,28.686447368421053
14007,513,1,79.48,0.0,0.0,16.125
14008,432,1,509.04,0.0,1.0,16.095483870967744
14009,198,3,1099.91,3.6164383561643834,0.0,14.960410958904108
14010,565,2,445.15,0.0,1.0,17.847826086956523
14011,480,2,457.82,4.096774193548387,0.6875,14.439354838709678
14012,278,1,328.8,0.0,0.0,28.919999999999998
14013,110,5,1084.57,7.641791044776119,0.38235294117647056,15.908208955223879
14014,77,3,1948.21,6.64,0.32894736842105265,25.937733333333334
14015,53,1,917.34,0.0,0.0,44.52315789473685
14016,162,11,11403.41,1.1946308724832215,0.11607142857142858,25.487494407158838
14017,571,1,229.75,0.0,0.0,16.692307692307693
14018,645,1,367.15,0.0,0.0,27.645833333333332
14019,47,3,1421.61,1.3846153846153846,0.3787878787878788,21.714000000000002
14020,17,4,1249.01,7.197183098591549,0.0,17.448028169014083
14021,155,7,1716.58,4.876404494382022,0.0,18.528988764044943
14022,225,2,792.15,5.673913043478261,0.0,16.99891304347826
14023,7,2,584.07,8.066666666666666,0.5161290322580645,18.542333333333332
14024,122,3,645.74,8.121212121212121,0.9117647058823529,18.65878787878788
14025,465,8,4057.9,1.183673469387755,0.0,41.300000000000004
14026,471,2,713.11,3.142857142857143,0.0,14.298163265306123
14027,61,1,104.82,0.0,0.0,17.484
14028,550,3,10396.5,0.0,0.0,1167.25
14029,63,2,467.66,5.714285714285714,0.0,31.618571428571432
14030,18,20,7521.8,0.8529769137302552,0.1650485436893204,9.132466585662211
14031,7,44,39019.51,0.9492656875834445,0.0,52.062149532710286
14032,2,16,4546.41,3.126637554585153,0.06521739130434782,19.61646288209607
14033,555,1,109.44,,0.0,
14034,22,3,648.89,1.588235294117647,0.0,7.534
14035,29,9,2794.75,4.020833333333333,0.19310344827586207,19.162152777777777
14036,285,1,626.65,0.0,0.0,16.59189189189189
14037,176,6,836.95,4.893805309734513,0.06140350877192982,7.25
14038,78,5,3069.88,3.70625,0.2484472049689441,19.083000000000002
14039,33,2,267.28,60.22222222222222,0.6,27.853333333333335
14040,41,35,12523.81,0.8743589743589744,0.36363636363636365,16.028923076923075
14041,266,1,141.41,0.0,0.0,6.7345
14042,725,1,431.98,0.0,0.0,20.804
14043,491,2,302.6,5.95,0.0,7.4825
14044,27,10,3077.7,0.7915151515151515,0.8111380145278451,3.726545454545455
14045,109,16,10986.63,16.194444444444443,0.0,293.8508333333333
14046,284,1,154.99,0.0,0.0,8.820769230769232
14047,9,14,3968.11,4.3907284768211925,0.14473684210526316,26.076225165562914
14048,305,3,748.69,0.55,0.0,5.329928571428572
14049,17,13,13023.4,0.5622641509433962,0.0,12.278396226415095
14050,32,2,746.36,1.3962264150943395,0.0,13.836981132075472
14051,1,37,21770.98,2.2618296529968456,0.09748427672955975,68.27596214511041
14052,20,2,466.66,3.091666666666667,1.0,3.825083333333333
14053,124,4,572.3,45.125,0.7777777777777778,58.2875
14054,65,1,92.46,0.0,0.0,16.5
14055,106,3,1520.96,19.25,0.0,34.56125
14056,1,23,8152.71,0.24931002759889603,0.0,7.485013799448022
14057,24,22,8346.66,1.5717488789237668,0.07158836689038031,18.672511210762334
14058,463,2,469.19,2.9130434782608696,0.7916666666666666,19.961304347826086
14059,267,1,183.6,0.0,0.0,24.771428571428572
14060,5,30,8898.24,2.412451361867704,0.050387596899224806,34.52544747081713
14061,507,3,917.43,12.722222222222221,0.0,30.74611111111111
14062,10,24,25585.65,2.0973451327433628,0.0,75.36345132743362
14063,438,9,22710.2,7.435897435897436,0.0,511.2897435897436
14064,29,15,3260.24,2.774468085106383,0.1059322033898305,13.864510638297872
14065,389,3,891.02,0.875,0.0,18.231666666666666
14066,267,1,152.55,0.0,0.0,22.875
14067,64,2,374.7,0.6274509803921569,0.4807692307692308,7.0
14068,320,4,1516.72,3.3271028037383177,0.7314814814814815,14.01607476635514
14069,515,2,225.81,1.15,0.0,5.10775
14070,685,1,321.6,0.0,1.0,7.945
14071,4,8,1437.57,0.8043478260869565,0.34055727554179566,4.4523913043478265
14072,667,1,390.85,0.0,0.0,21.34722222222222
14073,32,1,151.04,0.0,0.0,11.546666666666667
14074,623,1,219.4,0.0,0.0,39.88
14075,5,6,1734.87,6.6625,0.20987654320987653,21.178874999999998
14076,129,1,118.67,0.0,0.0,2.737674418604651
14077,41,6,615.08,6.381818181818182,0.03571428571428571,9.621090909090908
14078,102,9,1553.47,3.510204081632653,0.49324324324324326,10.556258503401361
14079,125,2,618.73,46.416666666666664,0.9230769230769231,48.9025
14080,33,5,1115.68,8.560975609756097,0.0963855421686747,13.422926829268294
14081,302,10,4867.57,0.5041518386714117,0.08175355450236967,5.76164887307236
14082,365,2,413.36,0.421875,0.0,6.4071875
14083,4,11,1082.19,3.875,0.0,5.863532608695652
14084,512,1,150.5,0.0,0.0,20.083333333333332
14085,2,33,9720.67,0.685823754789272,0.0,9.300929118773947
14086,463,1,39.95,,0.0,
14087,3,3,829.47,3.452830188679245,0.38028169014084506,3.90811320754717
14088,10,16,64036.8,0.593245227606461,0.14076246334310852,94.00361233480176
14089,57,1,158.75,0.0,0.0,10.770833333333334
14090,325,1,76.32,,0.0,
14091,654,2,9530.08,3.6666666666666665,0.3076923076923077,732.34
14092,8,24,7229.45,1.8978494623655915,0.15281501340482573,19.383602150537634
14093,12,1,433.86,0.0,1.0,4.363232323232323
14094,440,1,311.77,0.0,1.0,7.304047619047618
14095,723,1,2.95,,0.0,
14096,4,17,65164.79,0.01761252446183953,0.0,12.749966731898239
14097,481,2,422.86,4.205128205128205,0.675,10.588717948717948
14098,37,1,147.35,0.0,0.0,6.899500000000001
14099,16,20,5750.91,1.353846153846154,0.0,11.02675
14100,138,1,191.95,0.0,0.0,7.91875
14101,74,13,9961.93,6.078651685393258,0.2222222222222222,110.40820224719101
14102,5,5,1105.88,0.6491228070175439,0.08620689655172414,18.943508771929825
14104,155,5,743.53,3.0074626865671643,0.0,5.399850746268657
14105,239,5,5988.83,1.7266187050359711,0.3906810035842294,21.48751798561151
14106,737,1,214.8,,0.0,
14107,52,11,4877.3,2.8680851063829786,0.2923728813559322,20.6268085106383
14108,31,4,1044.96,13.823529411764707,0.0,20.210588235294118
14109,73,1,144.2,0.0,0.0,16.9625
14110,4,33,12987.95,1.814070351758794,0.12280701754385964,31.81535175879397
14111,14,4,692.85,25.11111111111111,0.0,75.31666666666666
14112,23,13,5834.59,1.9323076923076923,0.13496932515337423,17.638738461538463
14113,4,16,7092.61,5.958677685950414,0.0,56.08768595041323
14114,274,7,1364.09,4.506849315068493,0.13513513513513514,18.221780821917807
14115,502,2,622.67,7.857142857142857,0.0,28.393809523809523
14116,20,5,1382.74,1.408450704225352,0.1111111111111111,19.194929577464787
14117,144,1,90.0,0.0,0.0,30.0
14118,429,1,458.45,0.0,0.0,31.139285714285712
14119,376,2,183.37,34.2,0.0,17.342
14121,4,4,2780.15,0.34177215189873417,0.0,17.485759493670887
14122,406,3,362.42,27.5,0.0,28.964166666666667
14123,733,1,436.18,0.0,1.0,18.082608695652173
14124,84,1,419.58,0.0,0.0,69.08
14125,11,3,2720.63,0.40606060606060607,0.0,16.397757575757577
14126,8,4,1172.46,10.357142857142858,0.0,26.42761904761905
14127,123,6,1900.08,2.5775862068965516,0.452991452991453,16.23
14128,61,3,924.21,7.65625,0.2923076923076923,14.24546875
14129,2,9,2591.34,5.314814814814815,0.2018348623853211,23.77722222222222
14130,319,4,1858.77,1.8584474885844748,0.0,8.46082191780822
14131,649,1,168.22,0.0,0.0,3.710444444444444
14132,2,11,3586.03,0.8894472361809045,0.0,17.96899497487437
14133,130,4,911.14,17.228571428571428,0.2222222222222222,25.463428571428572
14134,383,15,11123.35,1.910614525139665,0.016666666666666666,61.69692737430167
14135,2,24,8839.67,3.334862385321101,0.0821917808219178,40.39298165137615
14136,401,5,1570.81,3.142857142857143,0.0,14.814380952380953
14137,696,1,332.7,0.0,0.0,23.91
14138,2,2,965.88,1.3777777777777778,0.0,20.904
14139,46,4,1086.8,7.279411764705882,0.0,15.082352941176469
14140,4,2,935.05,0.4153846153846154,0.0,14.15
14141,3,4,915.13,2.58974358974359,0.0,22.957179487179488
14142,373,2,671.34,6.348837209302325,0.0,15.375348837209302
14143,134,1,115.8,0.0,0.0,16.466666666666665
14144,486,1,30.6,,0.0,
14145,47,7,7600.05,23.375,0.24,304.29375
14146,9,12,9450.3,1.501098901098901,0.17324561403508773,20.736923076923077
14147,78,9,2590.2,19.275862068965516,0.06666666666666667,88.8
14148,234,2,466.29,11.25,0.0,28.215
14149,221,1,446.62,0.0,0.0,15.935925925925927
14150,36,2,658.64,12.96,0.0,25.5872
14151,673,2,679.45,1.0,0.0,15.38953488372093
14152,75,7,1997.34,4.401515151515151,0.15037593984962405,15.066969696969698
14153,483,1,233.4,0.0,0.0,13.7625
14154,239,8,6460.7,1.5601374570446735,0.0,22.15017182130584
14155,266,1,118.75,0.0,0.0,17.85
14156,10,156,313437.62,0.16447857319791925,0.06835066864784546,77.63617042358187
14157,20,5,978.69,7.416666666666667,0.5411764705882353,11.415357142857143
14158,40,1,507.66,0.0,1.0,12.428999999999998
14159,20,20,7860.8,0.3858310626702997,0.2636165577342048,4.2797275204359675
14160,610,7,8421.47,0.8207547169811321,0.514018691588785,79.16481132075471
14161,216,7,2996.93,1.8369565217391304,1.0,10.766050724637681
14162,174,2,289.36,4.916666666666667,1.0,11.348333333333334
14163,87,5,2594.62,6.543859649122807,0.29310344827586204,43.207368421052635
14164,71,2,1631.77,0.35714285714285715,0.0,45.49178571428571
14165,276,1,120.44,0.0,0.0,4.977826086956521
14166,505,2,251.15,2.42,0.0,4.948
14167,39,8,1274.29,5.587719298245614,0.0,11.028859649122806
14168,421,2,370.45,10.214285714285714,0.0,24.960714285714285
14169,431,2,621.51,0.20634920634920634,0.0,9.614444444444445
14170,375,3,570.18,0.125,0.0,3.877638888888889
14171,98,2,498.79,10.031746031746032,0.0,7.802222222222222
14172,605,3,369.02,0.8604651162790697,0.4090909090909091,8.305116279069768
14173,11,6,586.0,22.4375,0.0,17.9225
14174,33,1,134.46,0.0,1.0,5.147200000000001
14175,60,8,7678.88,1.709090909090909,0.13293051359516617,23.238424242424244
14176,297,5,756.46,2.2777777777777777,0.0,20.162777777777777
14177,86,13,2209.69,2.7598039215686274,0.004878048780487805,10.346519607843138
14178,9,7,1600.26,0.5394321766561514,0.16037735849056603,5.008391167192429
14179,41,2,701.57,0.07051282051282051,0.24203821656050956,4.491153846153846
14180,11,33,6117.5,1.8194444444444444,0.04498269896193772,21.06423611111111
14181,411,2,308.35,2.9607843137254903,0.0,5.699019607843138
14182,444,4,678.77,3.1020408163265305,0.0,11.770816326530612
14183,411,2,278.34,2.090909090909091,1.0,8.229696969696969
14184,67,1,452.89,0.0,0.0,17.960434782608694
14185,331,1,197.65,0.0,0.0,88.875
14186,427,5,1550.63,2.087378640776699,0.0,14.957572815533982
14187,474,1,123.5,0.0,0.0,15.092857142857143
14188,31,6,2054.36,4.328125,0.0,31.35875
14189,2,16,5503.15,1.2352941176470589,0.06514657980456026,17.96767973856209
14190,666,1,79.9,,0.0,
14191,2,15,4817.66,2.731060606060606,0.0,18.194848484848485
14192,388,1,293.74,0.0,0.0,21.441538461538464
14193,68,3,1210.19,5.190476190476191,0.0,18.034761904761904
14194,5,36,18670.59,0.7245005257623555,0.1407563025210084,19.61697160883281
14195,202,6,2615.6,28.733333333333334,0.25,168.25333333333336
14196,107,1,335.52,0.0,0.0,34.464
14197,411,1,390.05,0.0,0.0,19.597368421052632
14198,18,9,1569.73,7.588888888888889,0.0989010989010989,17.299777777777777
14199,218,4,1091.7,18.294117647058822,0.2777777777777778,63.61764705882353
14200,617,1,379.2,0.0,0.0,18.169999999999998
14201,60,10,1193.54,9.703703703703704,0.10909090909090909,21.824814814814815
14202,381,3,847.76,8.678571428571429,0.0,29.74142857142857
14203,397,1,339.34,0.0,1.0,20.63266666666667
14204,2,4,1024.83,3.3515981735159817,0.0,4.650593607305936
14205,17,9,2414.2,5.098360655737705,0.3252032520325203,19.64918032786885
14206,239,3,1185.01,2.3142857142857145,0.0,16.50014285714286
14207,688,1,157.8,0.0,0.0,102.0
14208,95,2,567.05,13.411764705882353,0.7142857142857143,16.216176470588238
14209,11,15,4993.27,2.9043478260869566,0.04329004329004329,21.599
14210,106,16,5556.57,1.8849840255591055,0.054140127388535034,17.65773162939297
14211,53,18,4402.29,2.803347280334728,0.14583333333333334,18.325481171548116
14212,90,2,2190.14,17.8,0.42857142857142855,106.987
14213,405,1,1192.2,0.0,1.0,266.175
14214,31,5,1004.38,3.712121212121212,0.0,15.112424242424241
14215,12,9,3250.33,3.8756756756756756,0.0,17.4752972972973
14216,3,5,2150.04,5.381578947368421,0.0,27.961052631578948
14217,2,23,3298.59,2.9710982658959537,0.09770114942528736,18.971618497109827
14218,43,1,169.48,0.0,0.0,13.516363636363637
14219,4,3,633.83,11.619047619047619,0.0,14.491190476190477
14220,247,4,1515.0,8.675675675675675,0.0,40.40756756756757
14221,42,17,6517.49,1.630057803468208,0.138328530259366,18.822109826589596
14222,177,1,683.17,0.0,0.0,16.81675
