Customer ID,Recency,Frequency,Monetary
13574,411,1,404.45
13575,23,5,732.07
13576,10,28,11202.59
13577,25,11,3489.28
13578,409,1,147.66
13579,15,5,1374.34
13580,406,1,107.75
13581,309,2,280.53
13582,390,2,241.68
13583,156,2,1445.03
13584,307,3,385.7
13585,531,3,684.54
13586,541,1,127.28
13587,64,4,1673.5
13588,16,9,2478.95
13589,15,6,1120.74
13590,11,18,6336.04
13591,65,7,2093.94
13592,36,4,247.96
13593,108,14,5493.29
13594,53,2,533.32
13595,517,3,784.48
13596,6,2,664.11
13597,400,2,396.71
13598,47,5,761.96
13599,1,33,9811.04
13600,312,2,518.42
13601,45,4,1159.99
13602,65,4,1025.17
13603,26,1,164.34
13604,659,1,717.62
13605,387,2,522.67
13606,29,3,276.75
13607,40,2,1075.81
13608,541,1,232.05
13609,593,1,167.35
13610,12,14,2103.71
13611,89,10,3297.93
13612,633,1,818.29
13613,453,5,1039.85
13614,24,6,2332.74
13615,319,8,6272.53
13616,568,2,283.85
13617,40,8,1278.75
13618,174,1,177.34
13619,545,2,224.94
13620,528,1,112.34
13621,117,1,213.85
13622,696,1,658.95
13623,31,10,2533.06
13624,388,1,462.08
13625,597,1,301.26
13626,253,2,707.04
13627,59,7,2245.9
13628,676,1,310.14
13629,23,19,13370.86
13630,5,7,2031.78
13631,100,11,3070.42
13632,25,8,3645.81
13634,33,16,5033.77
13635,68,4,2999.16
13636,37,5,949.12
13637,52,3,804.3
13638,16,1,122.64
13639,74,2,1346.27
13640,611,1,405.0
13641,641,5,1016.47
13642,216,4,472.2
13643,31,10,2156.77
13644,16,4,2624.26
13645,120,1,252.1
13646,400,2,326.25
13647,10,8,3041.68
13648,400,8,1764.02
13649,257,6,1453.68
13650,17,10,3288.0
13651,35,3,226.85
13652,46,5,2262.05
13653,488,1,152.2
13654,43,11,6308.0
13655,114,6,2280.51
13656,165,4,1078.85
13657,11,2,382.14
13658,10,9,6025.5
13659,206,12,4884.68
13660,400,1,306.64
13661,603,1,325.24
13662,86,11,2233.61
13663,179,5,2047.51
13665,386,3,1711.66
13666,60,5,127.9
13667,149,1,299.05
13668,3,35,12948.48
13669,51,3,413.55
13670,75,1,349.7
13671,395,1,172.6
13672,301,3,419.92
13673,19,2,387.44
13674,433,1,240.68
13675,151,2,486.82
13676,539,2,243.9
13677,405,2,551.24
13678,152,1,232.6
13679,494,3,281.26
13680,1,12,11419.67
13681,18,4,827.83
13682,187,1,59.5
13683,458,1,258.6
13684,286,4,594.88
13685,3,7,3119.44
13686,183,3,409.04
13687,438,1,11880.84
13688,635,1,375.5
13689,63,2,1259.5
13690,59,1,172.25
13691,396,1,212.78
13692,25,5,3114.4
13693,374,9,2011.82
13694,4,143,195640.69
13695,31,16,2770.73
13696,422,3,2020.4
13697,39,1,151.3
13698,597,2,451.73
13699,155,2,764.15
13700,26,13,2596.97
13701,447,1,161.0
13702,446,1,135.18
13703,318,2,425.56
13704,5,9,2308.06
13705,8,7,1717.19
13706,303,2,631.17
13707,267,5,3365.86
13708,271,1,285.33
13709,4,18,7571.35
13710,32,3,509.52
13711,219,9,1792.26
13712,247,2,766.42
13713,408,3,740.76
13714,465,1,161.35
13715,281,17,8153.04
13716,269,1,138.28
13717,32,8,1763.3
13718,246,2,306.55
13719,15,11,2783.08
13720,117,4,799.9
13721,36,2,741.54
13722,132,10,5635.41
13723,217,6,1194.08
13724,637,1,213.01
13725,50,8,1980.56
13726,39,2,1079.66
13727,29,8,1074.15
13728,37,16,2855.17
13729,436,3,724.73
13730,136,2,752.6
13731,219,2,610.59
13732,28,1,491.86
13733,411,2,487.03
13734,509,4,6695.69
13735,25,13,9762.77
13736,5,7,2752.47
13737,200,1,339.6
13738,396,1,434.78
13739,18,2,292.2
13740,241,5,1582.77
13741,72,3,668.43
13742,17,12,3107.87
13743,3,7,1341.6
13744,95,2,1080.52
13745,162,2,777.36
13746,414,1,176.69
13747,374,2,169.8
13748,96,9,2064.35
13750,54,11,3602.18
13751,288,1,296.25
13752,124,7,1579.83
13753,288,4,2094.57
13754,152,3,447.05
13755,4,9,2108.06
13756,2,23,8655.95
13757,675,1,195.55
13758,12,15,8698.13
13759,33,2,659.41
13760,54,5,1363.64
13761,50,6,1952.17
13762,219,5,2472.48
13763,63,3,5217.44
13764,71,6,2919.62
13765,653,1,352.82
13766,495,1,190.35
13767,2,73,33903.57
13768,727,2,875.97
13769,2,20,5478.12
13770,422,4,785.37
13771,64,9,5728.82
13772,34,8,3100.02
13773,397,2,301.54
13774,82,1,345.0
13775,591,1,1049.66
13776,428,2,623.98
13777,1,61,49638.26
13778,103,4,1124.49
13779,516,1,161.13
13780,7,3,732.07
13781,251,3,778.83
13782,13,13,1786.08
13783,488,4,1542.09
13784,10,14,2910.23
13785,429,4,542.49
13786,367,6,3127.99
13787,76,6,1222.5
13788,505,1,3.75
13789,388,1,239.46
13790,4,1,348.8
13791,128,2,1516.0
13792,66,3,383.95
13793,647,1,96.0
13794,547,1,126.03
13795,388,4,836.3
13796,499,1,289.7
13797,437,3,1179.45
13798,1,110,75428.87
13799,117,9,2803.57
13800,310,3,1679.56
13801,67,1,324.8
13802,139,19,26259.11
13803,255,3,1338.91
13804,31,9,3161.12
13805,52,2,924.6
13806,64,1,256.38
13807,367,3,422.2
13808,6,5,1747.66
13809,305,3,679.7
13810,29,3,1499.01
13811,184,3,814.5
13812,42,3,539.0
13813,40,8,2765.47
13814,92,3,2257.32
13815,22,8,7475.74
13816,24,2,571.67
13817,29,2,382.98
13818,430,1,61.28
13819,302,6,2642.35
13820,418,3,652.75
13821,145,6,1379.08
13822,6,2,632.0
13823,19,7,3403.45
13824,33,12,3314.76
13825,622,2,255.59
13826,176,1,189.5
13827,58,3,409.8
13828,22,1,209.49
13829,421,1,102.0
13830,582,1,156.85
13831,16,18,6585.54
13832,19,2,609.89
13833,159,2,700.41
13834,577,2,324.19
13835,25,7,1095.27
13836,399,2,620.37
13837,212,2,266.59
13838,6,10,1690.07
13839,486,1,139.95
13840,416,1,651.4
13841,253,1,85.0
13842,59,18,5319.34
13843,381,1,319.75
13844,11,1,361.62
13845,65,1,312.98
13846,25,4,1307.79
13847,720,1,310.72
13848,92,8,3015.0
13849,52,5,3469.3
13850,129,1,1595.48
13851,96,8,4606.46
13852,611,1,187.35
13853,57,1,1090.14
13854,9,39,11944.56
13855,501,4,1310.34
13856,169,11,1142.03
13857,393,6,1001.01
13858,57,1,216.17
13859,326,2,515.86
13860,1,5,1245.9
13861,429,2,273.26
13862,18,9,2556.09
13863,248,4,1239.55
13864,387,1,662.4
13865,58,4,501.56
13866,74,1,145.67
13867,31,3,1005.09
13868,7,2,3192.54
13869,123,10,7996.87
13870,2,15,5712.08
13871,23,17,7885.85
13872,527,3,919.57
13873,120,8,1038.92
13874,358,7,2049.15
13875,54,14,4814.37
13876,64,1,122.7
13877,86,3,449.68
13878,55,4,2416.9
13879,646,1,395.5
13880,21,17,4293.86
13881,4,43,45179.1
13882,3,5,1191.13
13883,11,15,6560.02
13884,7,10,1825.03
13885,189,2,506.8
13886,71,1,243.56
13887,204,1,349.55
13888,120,7,2001.59
13889,93,6,1991.23
13890,1,14,2927.38
13891,378,3,859.21
13892,27,6,1267.65
13893,298,1,821.1
13894,24,3,564.62
13895,28,6,4008.52
13896,626,1,388.55
13897,50,3,1160.72
13898,326,2,686.4
13899,16,2,388.52
13900,183,6,1610.59
13901,72,15,5676.34
13902,632,5,34095.26
13903,400,1,165.45
13904,37,2,332.64
13905,733,1,312.65
13906,409,1,42.0
13907,692,1,136.8
13908,80,4,2369.55
13909,423,2,282.85
13911,57,20,4234.99
13912,424,1,124.95
13913,507,1,42.22
13914,12,2,626.45
13915,394,1,70.8
13916,464,4,1275.81
13917,50,2,272.04
13918,50,2,1212.84
13919,59,4,1360.68
13920,432,4,1774.68
13921,402,4,730.7
13922,352,3,865.2
13923,54,1,351.13
13924,2,6,1838.85
13925,93,4,678.25
13926,23,1,223.85
13927,75,2,708.26
13928,11,4,464.57
13929,169,11,3494.1
13930,58,2,337.34
13931,96,11,5257.38
13932,295,1,307.4
13933,109,2,608.79
13934,264,1,922.1
13935,597,3,6116.92
13936,180,3,939.66
13937,169,2,880.13
13938,35,1,71.66
13939,23,7,1560.96
13940,17,4,839.14
13941,22,15,10027.18
13942,535,1,320.0
13943,578,1,246.54
13944,653,1,200.43
13945,395,2,854.15
13946,79,6,1876.23
13947,65,1,90.6
13948,361,4,548.76
13949,3,6,2427.32
13950,11,4,745.06
13951,176,3,674.45
13952,218,14,12823.52
13953,7,12,6640.68
13954,2,2,439.92
13955,154,3,544.07
13956,5,5,1019.27
13957,418,3,458.25
13958,380,8,4709.23
13959,79,6,1064.77
13960,21,2,230.22
13961,392,1,538.4
13962,22,3,362.8
13963,308,17,2860.57
13964,387,2,438.9
13965,477,3,996.61
13966,435,1,384.26
13967,146,2,166.3
13968,423,1,123.66
13969,7,35,12973.46
13970,386,2,846.55
13971,19,14,4667.57
13972,71,2,190.25
13973,287,1,264.7
13974,49,2,677.72
13975,31,12,5256.4
13976,207,4,1192.36
13977,411,1,519.81
13978,15,2,196.79
13979,73,7,3379.93
13980,60,5,768.82
13981,416,1,331.14
13982,39,9,3954.29
13983,30,21,6753.89
13984,27,12,1893.8
13985,4,22,10020.86
13986,17,1,320.46
13987,380,2,682.54
13988,20,8,4757.8
13989,66,5,2026.06
13990,213,1,311.3
13991,12,6,852.88
13992,30,3,219.5
13993,43,19,6775.71
13994,4,6,2274.14
13995,15,14,3902.01
13996,386,2,895.76
13997,519,3,376.46
13998,447,3,566.7
13999,10,29,9502.26
14000,211,5,2046.34
14001,46,9,4228.85
14002,134,2,529.73
14003,733,1,209.41
14004,43,11,6258.45
14005,10,5,2874.72
14006,116,7,2196.67
14007,513,1,79.48
14008,432,1,509.04
14009,198,3,1099.91
14010,565,2,445.15
14011,480,2,457.82
14012,278,1,328.8
14013,110,5,1084.57
14014,77,3,1948.21
14015,53,1,917.34
14016,162,11,11403.41
14017,571,1,229.75
14018,645,1,367.15
14019,47,3,1421.61
14020,17,4,1249.01
14021,155,7,1716.58
14022,225,2,792.15
14023,7,2,584.07
14024,122,3,645.74
14025,465,8,4057.9
14026,471,2,713.11
14027,61,1,104.82
14028,550,3,10396.5
14029,63,2,467.66
14030,18,20,7521.8
14031,7,44,39019.51
14032,2,16,4546.41
14033,555,1,109.44
14034,22,3,648.89
14035,29,9,2794.75
14036,285,1,626.65
14037,176,6,836.95
14038,78,5,3069.88
14039,33,2,267.28
14040,41,35,12523.81
14041,266,1,141.41
14042,725,1,431.98
14043,491,2,302.6
14044,27,10,3077.7
14045,109,16,10986.63
14046,284,1,154.99
14047,9,14,3968.11
14048,305,3,748.69
14049,17,13,13023.4
14050,32,2,746.36
14051,1,37,21770.98
14052,20,2,466.66
14053,124,4,572.3
14054,65,1,92.46
14055,106,3,1520.96
14056,1,23,8152.71
14057,24,22,8346.66
14058,463,2,469.19
14059,267,1,183.6
14060,5,30,8898.24
14061,507,3,917.43
14062,10,24,25585.65
14063,438,9,22710.2
14064,29,15,3260.24
14065,389,3,891.02
14066,267,1,152.55
14067,64,2,374.7
14068,320,4,1516.72
14069,515,2,225.81
14070,685,1,321.6
14071,4,8,1437.57
14072,667,1,390.85
14073,32,1,151.04
14074,623,1,219.4
14075,5,6,1734.87
14076,129,1,118.67
14077,41,6,615.08
14078,102,9,1553.47
14079,125,2,618.73
14080,33,5,1115.68
14081,302,10,4867.57
14082,365,2,413.36
14083,4,11,1082.19
14084,512,1,150.5
14085,2,33,9720.67
14086,463,1,39.95
14087,3,3,829.47
14088,10,16,64036.8
14089,57,1,158.75
14090,325,1,76.32
14091,654,2,9530.08
14092,8,24,7229.45
14093,12,1,433.86
14094,440,1,311.77
14095,723,1,2.95
14096,4,17,65164.79
14097,481,2,422.86
14098,37,1,147.35
14099,16,20,5750.91
14100,138,1,191.95
14101,74,13,9961.93
14102,5,5,1105.88
14104,155,5,743.53
14105,239,5,5988.83
14106,737,1,214.8
14107,52,11,4877.3
14108,31,4,1044.96
14109,73,1,144.2
14110,4,33,12987.95
14111,14,4,692.85
14112,23,13,5834.59
14113,4,16,7092.61
14114,274,7,1364.09
14115,502,2,622.67
14116,20,5,1382.74
14117,144,1,90.0
14118,429,1,458.45
14119,376,2,183.37
14121,4,4,2780.15
14122,406,3,362.42
14123,733,1,436.18
14124,84,1,419.58
14125,11,3,2720.63
14126,8,4,1172.46
14127,123,6,1900.08
14128,61,3,924.21
14129,2,9,2591.34
14130,319,4,1858.77
14131,649,1,168.22
14132,2,11,3586.03
14133,130,4,911.14
14134,383,15,11123.35
14135,2,24,8839.67
14136,401,5,1570.81
14137,696,1,332.7
14138,2,2,965.88
14139,46,4,1086.8
14140,4,2,935.05
14141,3,4,915.13
14142,373,2,671.34
14143,134,1,115.8
14144,486,1,30.6
14145,47,7,7600.05
14146,9,12,9450.3
14147,78,9,2590.2
14148,234,2,466.29
14149,221,1,446.62
14150,36,2,658.64
14151,673,2,679.45
14152,75,7,1997.34
14153,483,1,233.4
14154,239,8,6460.7
14155,266,1,118.75
14156,10,156,313437.62
14157,20,5,978.69
14158,40,1,507.66
14159,20,20,7860.8
14160,610,7,8421.47
14161,216,7,2996.93
14162,174,2,289.36
14163,87,5,2594.62
14164,71,2,1631.77
14165,276,1,120.44
14166,505,2,251.15
14167,39,8,1274.29
14168,421,2,370.45
14169,431,2,621.51
14170,375,3,570.18
14171,98,2,498.79
14172,605,3,369.02
14173,11,6,586.0
14174,33,1,134.46
14175,60,8,7678.88
14176,297,5,756.46
14177,86,13,2209.69
14178,9,7,1600.26
14179,41,2,701.57
14180,11,33,6117.5
14181,411,2,308.35
14182,444,4,678.77
14183,411,2,278.34
14184,67,1,452.89
14185,331,1,197.65
14186,427,5,1550.63
14187,474,1,123.5
14188,31,6,2054.36
14189,2,16,5503.15
14190,666,1,79.9
14191,2,15,4817.66
14192,388,1,293.74
14193,68,3,1210.19
14194,5,36,18670.59
14195,202,6,2615.6
14196,107,1,335.52
14197,411,1,390.05
14198,18,9,1569.73
14199,218,4,1091.7
14200,617,1,379.2
14201,60,10,1193.54
14202,381,3,847.76
14203,397,1,339.34
14204,2,4,1024.83
14205,17,9,2414.2
14206,239,3,1185.01
14207,688,1,157.8
14208,95,2,567.05
14209,11,15,4993.27
14210,106,16,5556.57
14211,53,18,4402.29
14212,90,2,2190.14
14213,405,1,1192.2
14214,31,5,1004.38
14215,12,9,3250.33
14216,3,5,2150.04
14217,2,23,3298.59
14218,43,1,169.48
14219,4,3,633.83
14220,247,4,1515.0
14221,42,17,6517.49
14222,177,1,683.17
14223,92,3,991.13
14224,110,9,1841.71
14225,435,4,2031.07
14226,29,6,2985.13
14227,26,15,6368.71
14228,438,3,745.5
14229,52,7,2594.04
14230,436,3,979.8
14231,184,4,1235.62
14232,43,5,2048.07
14233,49,7,2904.27
14234,22,4,754.12
14235,75,9,4717.99
14236,81,5,1555.34
14237,373,2,471.14
14238,326,3,434.23
14239,43,21,4263.17
14240,30,3,1247.49
14241,184,2,333.7
14242,235,2,280.55
14243,9,17,7217.75
14244,661,1,366.42
14245,220,2,1693.45
14246,111,3,1474.06
14247,278,5,753.56
14248,318,3,1032.95
14249,411,12,5400.46
14250,7,3,1904.05
14251,2,5,2879.7
14252,381,1,350.99
14253,493,2,363.4
14254,433,1,601.03
14255,546,1,1000.63
14256,260,5,2460.79
14257,64,9,5954.45
14258,9,25,32051.34
14259,142,1,120.0
14260,471,3,824.28
14261,51,2,1163.45
14262,8,8,2618.23
14263,423,1,322.93
14264,155,6,1517.36
14265,109,4,1373.35
14266,428,1,40.56
14267,163,3,1516.24
14268,471,1,354.85
14269,439,1,295.73
14270,332,1,492.65
14271,226,2,214.18
14272,74,4,920.81
14273,51,4,559.97
14274,686,1,256.6
14275,396,6,1189.38
14276,99,7,2102.68
14277,15,9,17197.61
14278,410,1,205.83
14279,521,2,191.86
14280,197,1,134.04
14281,408,1,245.15
14282,3,25,7250.76
14283,463,4,628.44
14284,31,3,1299.65
14285,21,8,3284.42
14286,24,7,8479.76
14287,8,3,176.63
14288,213,1,426.6
14289,9,6,911.26
14290,11,8,4516.56
14291,2,23,7904.1
14292,8,16,9226.25
14293,3,9,2903.01
14294,407,1,375.34
14295,40,5,2362.91
14296,421,2,456.4
14297,18,4,1305.33
14298,8,82,91194.49
14299,8,27,14070.25
14300,19,1,43.2
14301,117,4,1992.18
14302,431,3,742.9
14303,407,2,277.94
14304,223,3,1725.01
14305,71,3,1858.96
14306,51,6,3151.4
14307,89,10,4287.92
14308,549,2,1147.02
14309,8,11,3780.81
14310,433,1,492.1
14311,243,2,516.45
14312,47,11,3090.29
14314,107,2,229.8
14315,45,8,3197.82
14316,422,5,1370.34
14317,65,1,508.58
14318,460,1,158.02
14319,424,1,494.85
14320,207,5,1346.75
14321,11,7,2218.06
14322,429,4,474.1
14323,115,2,605.06
14324,410,2,701.61
14325,570,1,245.48
14326,242,3,940.98
14327,163,6,1894.93
14328,438,1,445.05
14329,17,15,9887.62
14330,624,1,200.63
14331,124,2,462.66
14332,23,5,1917.41
14333,68,1,415.2
14334,17,12,4318.48
14335,16,2,454.86
14336,17,4,1614.91
14338,161,3,928.1
14339,243,2,620.27
14340,219,1,134.7
14341,45,18,4452.02
14342,21,6,918.44
14343,421,4,1079.66
14344,127,20,2993.05
14345,39,1,108.98
14346,121,5,2315.75
14347,737,1,82.6
14348,260,1,409.57
14349,10,1,133.5
14350,274,3,972.03
14351,165,1,51.0
14352,157,4,1078.96
14353,215,3,376.5
14354,6,2,163.62
14355,366,3,840.05
14356,80,2,701.23
14357,43,1,225.12
14358,389,2,400.06
14359,19,3,912.18
14360,32,4,2118.03
14361,579,1,214.71
14362,22,1,151.5
14363,402,2,227.47
14364,109,8,3717.35
14365,395,2,634.68
14366,525,1,136.0
14367,8,16,9227.82
14368,320,1,155.0
14369,642,2,469.13
14370,451,6,1175.78
14371,295,1,100.5
14372,443,2,860.08
14373,358,1,76.55
14374,541,1,108.0
14375,185,3,1106.82
14376,683,1,215.46
14377,191,2,617.05
14378,622,1,131.25
14379,44,4,1265.16
14380,682,1,48.96
14381,52,2,625.94
14382,26,2,1193.63
14383,38,3,1247.69
14384,501,1,58.5
14385,9,3,202.11
14386,297,1,142.4
14387,33,3,1727.6
14388,10,16,6388.2
14389,65,5,1898.01
14390,10,13,6150.03
14391,577,1,135.6
14392,432,1,266.4
14393,218,1,67.95
14394,565,1,93.8
14395,2,20,7801.93
14396,65,7,1969.38
14397,3,19,2612.96
14398,401,2,707.79
14399,394,8,2108.21
14400,149,3,1732.47
14401,4,22,6795.9
14402,652,1,285.6
14403,130,6,1880.51
14404,34,13,2724.13
14405,387,1,195.0
14406,119,1,156.75
14407,107,6,2157.73
14408,11,11,4102.27
14409,71,9,3427.29
14410,92,11,2631.9
14411,311,1,1063.0
14412,43,3,1426.19
14413,362,4,764.52
14414,92,8,2399.33
14415,1,23,11980.09
14416,22,2,490.22
14417,388,1,524.65
14418,4,3,1937.25
14419,11,7,1254.64
14420,99,4,1639.17
14421,57,6,2469.37
14422,1,19,10271.52
14423,218,3,916.61
14424,18,1,322.08
14425,435,3,661.39
14426,24,17,11727.94
14427,50,4,1263.52
14428,7,5,1224.06
14429,404,1,516.28
14430,512,3,1220.9
14431,303,4,2614.2
14432,10,6,2248.5
14433,466,1,280.7
14434,22,6,1372.8
14435,502,1,90.42
14436,99,2,271.7
14437,366,5,873.34
14438,306,1,131.9
14439,320,5,9443.04
14440,8,13,5982.03
14441,1,11,4611.69
14442,205,7,5367.02
14443,54,5,2082.97
14444,456,1,120.44
14445,456,1,221.65
14446,1,5,1200.28
14447,19,6,1711.73
14448,9,2,375.35
14449,19,8,2230.96
14450,181,7,1128.44
14451,60,12,3258.68
14452,11,4,658.95
14453,190,1,119.93
14454,376,5,977.3
14455,432,4,617.72
14456,5,9,3017.28
14457,311,1,113.64
14458,381,1,228.07
14459,155,2,5375.74
14460,110,9,1093.5
14461,148,13,6676.91
14462,66,12,2242.81
14463,98,4,786.57
14464,568,2,111.0
14465,247,11,3925.85
14466,29,13,4267.15
14467,18,12,2203.24
14468,734,1,204.24
14469,416,4,2093.46
14470,12,3,712.04
14471,591,2,400.95
14472,104,9,2118.72
14473,74,2,234.34
14474,46,2,1258.89
14475,72,4,1151.15
14476,257,1,193.0
14477,20,7,1969.6
14478,382,4,1276.66
14479,254,4,1124.71
14480,11,4,1299.52
14481,165,5,2284.69
14482,18,12,4306.72
14483,282,2,257.1
14484,50,4,1070.98
14485,39,1,162.8
14486,512,2,175.5
14487,27,7,1266.27
14488,68,1,1064.28
14489,207,4,1574.93
14490,406,2,1273.47
14491,175,2,340.93
14492,430,7,1921.91
14493,7,10,5087.86
14494,26,3,401.46
14495,51,3,174.8
14496,312,7,2363.89
14497,309,2,697.06
14498,43,10,3900.83
14499,26,7,2101.79
14500,88,3,356.85
14501,184,2,251.21
14502,20,11,2429.83
14503,3,6,3543.26
14504,47,4,673.26
14505,17,19,11879.08
14506,17,7,2960.25
14507,24,11,3216.74
14508,22,5,822.92
14509,534,1,110.95
14510,376,3,979.85
14511,11,5,1314.81
14512,188,7,1215.97
14513,101,6,788.01
14514,61,9,4380.04
14515,18,12,3724.06
14516,516,1,151.17
14517,33,2,330.45
14518,64,1,174.37
14519,684,2,203.14
14520,2,2,270.6
14521,491,1,199.45
14522,24,8,1748.42
14523,108,1,241.09
14524,32,13,2909.86
14525,20,17,8026.54
14526,389,1,258.65
14527,3,122,27246.88
14528,37,1,364.22
14529,60,3,578.61
14530,26,16,6088.87
14531,480,1,376.34
14532,236,11,3845.78
14533,25,11,3466.37
14534,3,26,6187.66
14535,60,9,5973.23
14536,260,1,170.95
14537,58,2,641.4
14538,65,5,1370.84
14539,16,2,537.48
14540,10,11,3709.64
14541,59,14,2491.38
14542,186,1,103.25
14543,29,39,14587.87
14544,24,3,2938.53
14545,674,1,349.25
14546,5,11,5184.84
14547,4,8,3974.75
14548,151,9,2541.29
14549,311,4,913.6
14550,11,4,1345.06
14551,18,7,878.09
14552,152,3,507.93
14553,19,9,1818.6
14554,10,4,2279.49
14555,57,6,2304.03
14556,596,3,815.69
14557,85,1,788.38
14558,654,3,655.5
14559,390,1,75.6
14560,7,44,6114.03
14561,76,3,1080.76
14562,4,26,6638.15
14563,510,2,640.54
14564,435,2,2605.62
14565,96,5,3859.22
14566,111,4,4092.0
14567,57,2,1530.36
14568,435,1,919.7
14569,1,4,597.33
14570,281,3,613.75
14571,425,1,160.0
14572,3,11,5526.88
14573,180,13,2163.12
14574,733,1,143.7
14575,488,1,420.22
14576,372,1,35.4
14577,13,7,1364.15
14578,3,1,168.63
14579,432,1,105.56
14580,518,1,14.85
14581,17,2,409.65
14582,41,1,114.11
14583,6,8,1660.29
14584,169,8,1738.16
14585,50,5,1143.27
14586,277,1,237.36
14587,19,9,1580.29
14588,578,1,135.39
14589,372,1,39.75
14590,425,20,2993.37
14591,15,4,1320.21
14592,35,3,557.94
14593,22,12,3665.53
14594,7,2,363.33
14595,20,8,2164.45
14596,627,1,222.22
14597,11,6,2184.63
14598,44,2,384.04
14599,390,2,457.89
14600,306,2,865.17
14601,11,1,213.96
14602,656,1,205.36
14603,275,1,660.0
14604,633,1,143.86
14605,374,4,921.56
14606,1,192,29951.37
14607,16,22,23763.13
14608,4,11,3352.94
14609,72,10,1486.2
14610,396,2,24.35
14611,444,2,604.33
14612,415,1,877.7
14613,680,1,76.32
14614,386,1,295.13
14615,394,5,951.76
14616,243,5,527.78
14617,403,2,190.47
14618,9,7,1342.32
14619,246,2,1291.24
14620,206,2,412.78
14621,1,9,3000.57
14622,185,1,320.58
14623,32,10,2016.98
14624,57,6,814.07
14625,196,11,4497.88
14626,24,11,5410.92
14627,379,1,462.75
14628,91,5,1998.0
14629,4,2,955.26
14630,484,1,338.65
14631,51,6,2025.69
14632,263,1,114.56
14633,266,1,344.9
14634,438,4,2124.46
14635,454,1,215.22
14636,36,2,609.85
14637,677,1,106.68
14638,51,1,443.6
14639,52,9,4978.96
14640,24,10,3649.36
14641,22,1,110.46
14642,59,1,96.12
14643,170,5,1679.89
14644,68,7,2247.72
14645,157,3,876.89
14646,2,151,528602.52
14647,201,2,506.04
14648,416,15,4466.65
14649,5,9,3651.19
14650,589,1,62.5
14651,67,9,2025.52
14652,77,1,114.18
14653,1,12,3593.06
14654,738,1,246.86
14655,8,7,3878.51
14656,169,5,790.0
14657,18,6,1450.19
14658,5,2,247.15
14659,9,9,2529.93
14660,87,2,285.74
14661,27,1,107.95
14662,29,7,1376.43
14663,430,2,490.6
14664,20,2,636.24
14665,61,7,2749.65
14666,24,1,195.25
14667,11,54,20395.34
14668,445,1,111.63
14669,242,7,3216.78
14670,280,3,583.33
14671,549,2,1127.45
14672,235,4,1113.14
14673,3,7,3037.32
14674,509,1,173.66
14675,16,2,1015.58
14676,31,12,8356.79
14677,593,1,184.91
14678,579,1,403.39
14679,382,3,1289.44
14680,25,58,55688.5
14681,71,6,875.15
14682,188,6,1514.81
14683,588,1,146.56
14684,26,6,1430.03
14685,576,8,4536.64
14686,414,5,852.53
14687,107,3,1402.06
14688,8,28,7190.42
14689,209,1,112.8
14690,44,4,777.68
14691,31,5,2114.33
14692,137,12,1715.14
14693,265,7,1165.36
14694,617,1,244.31
14695,519,3,1534.22
14696,4,8,2473.28
14697,218,2,188.61
14698,2,5,1217.27
14699,214,4,702.6
14700,32,5,3076.06
14701,11,15,4487.11
14702,1,29,6368.78
14703,15,1,318.17
14704,11,11,1752.92
14705,199,1,179.0
14706,619,1,367.54
14707,436,2,139.2
14708,3,5,1793.22
14709,15,25,8886.33
14710,14,13,1899.79
14711,10,11,2839.62
14712,29,4,1328.07
14713,9,21,5115.76
14714,24,4,906.24
14715,25,8,1825.45
14716,43,3,543.28
14717,733,1,81.3
14718,410,1,226.42
14719,2,5,1581.84
14720,6,3,663.81
14721,379,1,109.07
14722,147,3,489.52
14723,10,11,1803.06
14724,590,1,341.9
14725,25,4,1252.74
14726,655,1,116.5
14727,274,3,463.73
14728,413,1,190.58
14729,374,3,586.24
14730,1,8,1897.57
14731,47,3,380.02
14732,8,19,5517.07
14733,16,15,14335.15
14734,426,4,1056.42
14735,4,56,12240.16
14736,485,2,374.05
14737,4,4,3554.17
14738,43,9,1821.9
14739,4,25,11573.62
14740,197,11,4161.06
14741,12,7,1713.09
14742,435,1,579.85
14743,593,1,50.48
14744,16,14,3660.08
14745,113,12,2551.41
14746,406,4,593.5
14747,249,1,328.2
14748,29,10,2681.9
14749,480,1,310.15
14750,736,1,112.03
14751,684,2,126.45
14752,44,1,389.64
14753,87,2,869.51
14754,45,6,1547.93
14755,10,25,9972.55
14756,15,3,2653.76
14757,75,1,420.5
14758,145,7,2864.97
14759,5,3,1625.97
14760,297,1,89.2
14761,59,3,447.92
14762,264,2,417.57
14764,47,1,278.3
14765,29,3,254.11
14766,8,11,6375.73
14767,474,1,382.81
14768,17,2,192.6
14769,3,17,15514.11
14770,232,8,3637.64
14771,621,2,594.62
14772,112,1,139.26
14773,593,1,140.55
14774,529,1,241.45
14775,58,3,1011.9
14776,51,15,3708.3
14777,404,1,307.56
14778,127,2,730.86
14779,281,3,386.15
14780,55,2,447.68
14782,320,1,200.1
14783,659,1,307.3
14784,26,3,449.93
14785,10,2,77.4
14786,550,1,90.96
14787,471,1,110.65
14788,7,3,1156.32
14789,29,1,197.64
14790,17,10,2526.62
14791,607,1,303.63
14792,64,1,6.2
14793,21,2,625.9
14794,3,10,1953.9
14795,166,1,131.45
14796,1,27,10169.33
14797,507,1,300.31
14798,53,8,724.31
14799,51,2,338.15
14800,48,17,7191.33
14801,61,1,189.34
